"第一次支持国货，就来个卡机的，一次性购买三台，有点亏，在华为京东自营里面同款手机型号其他颜色都是6899，唯独你家其他颜色还是7388或者8099，图一你家，图二京东自营，玩游戏时不时会卡顿，不是一次了，从收到货到今天已经好几次，一开始以为信号问题，想着心机不至于，至于后来又发生了，我就记录下来了，图着买家秀的颜色去买，实物收到的和卖家秀颜色不一样，会给选择困难症的人一种误导，图四我收到的，图五买家秀中的罗兰紫，这个可能存在色差，或者滤镜的问题，所以自己选择没办法
运行速度：卡机，没有说的那么神
待机时间：还可以
外形外观：整体不错，但是我选的不是我想要的
屏幕音效：不错
拍照效果：一般"	1
首个差评，不是给手机的，是给京东金融的京东白条的，大坑啊使用须谨慎，这保价服务简直搞笑	1
差评！客服不解决问题，只会打太极	1
手机收到了，挺好的，差评的原因就是我预购的，发货太慢了	1
提前一天买居然不送东西，哎，差评了	1
1、未告知发票相关内容。2、协商相关事宜态度强硬，店大欺客！	1
差评，客服都找不到个说人话的，屏幕感应不灵敏	1
待机一晚上掉电28，有时候会出现电源键无法唤醒的情况，复制粘贴经常要重新复制才能粘贴，外放振的手都发麻，打电话声音是很大，但是一到嘈杂环境就是听不清，不是很满意，日常使用体验还不如对象nex3，这一次对华为旗舰比较失望	1
"外形外观：修长的还可以
屏幕音效：视频语音后盖震动有点大
其他特色：赠品 就别说了 次的不要不要的 给手机壳 又硬 带上还不好拿下来 膜都没给一个 问他震动大 给我复制粘贴一大段文字发过来 让我调低音量 我本来放的声音就不大 还说让我降 我给你静音得了"	1
"第一次支持国货，就来个卡机的，一次性购买三台，有点亏，在华为京东自营里面同款手机型号其他颜色都是6899，唯独你家其他颜色还是7388或者8099，图一你家，图二京东自营，玩游戏时不时会卡顿，不是一次了，从收到货到今天已经好几次，一开始以为信号问题，想着心机不至于，至于后来又发生了，我就记录下来了，图着买家秀的颜色去买，实物收到的和卖家秀颜色不一样，会给选择困难症的人一种误导，图四我收到的，图五买家秀中的罗兰紫，这个可能存在色差，或者滤镜的问题，所以自己选择没办法
运行速度：卡机，没有说的那么神
待机时间：还可以
外形外观：整体不错，但是我选的不是我想要的
屏幕音效：不错
拍照效果：一般"	1
运行速度：没有想象中的块，~有闪退现象，CAD看图超级慢，还不如1000多的手机	1
真心寒心，被你们吹上天手机，那里好了，体验感真差，买了又退不了，真窝心，玩游戏不行，触摸老是不准，点好几下才反应过来，拍照可以，充电会发热，开始听说中兴5g有这个问题，华为也有，充电不玩，一样发热	1
此用户未填写评价内容	1
此用户未填写评价内容	1
从没有在网购平台给过差评，第一次给京东！京东一生黑！双十一买的mate30pro。到现在我都没有收到一台全新的机子。#果然名不虚传！要购买的朋友请慎重！换货两次，经过手了三台机子，全部都是被拆开过的！每一台都能看出拆开的痕迹！都是二次塑封！！！一直以为是个别问题，才会换货两次！结果太令人失望了！三台！！！全！部！都！是！二！次！塑！封！各位慎重！已申请退货！全部有图为证！	1
外放音乐发现手机音响是坏的	1
还没开始用呢，就发现了这个，心情很不好，从京东买是因为信任，结果发生了这个，六千多买了个烂的，跟客服沟通，还让我自己去售后检测，买来才几天，感觉好无奈，又入坑了，还不如去实体店买。	1
差评，有史以来第一次差评，第一次在京东买手机就相当糟心，手机买来第6天时通话出现杂音，一开始因为是对方那边的声音，然后第七天通话亦是如此，然后就测试打电话有杂音，就跟京东客服联系提交换货申请，考虑到京东换货检测时长太长，就自己拿去珠江新城的检测中心检测，到前台接待打开手机保护套查看手机，告知有屏幕侧边有细微划痕，当场傻眼了，因为这手机从收到打开开始就一直放在保护套里，我不明白这细微划痕从何而来？只怪当时自己收到机器时没有检查外观，也从未想到会收到瑕疵品，所以也未在意这方面的事情。最后检测说所有正常，最后跟京东客户售后沟通说，如外观有瑕疵没办法走7天无理由退换流程，外观瑕疵已超过24小时，不退不换。我就特想请稍微有点常识的人判断一下，这个划痕在保护套保护的情况下从何而来？如果被其他物体划伤的话不可能这么细小，至少保护套得被戳破了才行是不是！但是官方以一句外观划痕没法判断为由！唉，只能自认倒霉掉进坑里，以后买电子产品还是到实体店购买。	1
用了20天 掉漆严重 原因就是用了自带的手机壳昨天花粉论坛 有人说这个问题，今天看了 果然是掉漆了。这算不算人为的呢 华为的工作人员 ？纸糊的漆 自带的壳都能磨掉 。华而不实 为所欲为 。好好把品控做好吧 再见！	1
就不想吐槽了，双十一买的，价格没有便宜，说是有什么268提货卡什么赠送，现在又说没有，	1
没有听筒的设计，在相对安静的环境下接听电话和外放一样，完全没有隐私	1
还说什么性能好，用了三天，才同时打开三个软件就卡死了，直接黑屏，垃圾，强行重启才行，还不如两千块的手机。	1
这里还不如实体店，价格一样还一丁点小礼物都么有，实体店还有大礼包还免费贴膜，其他网站就更不说了，手机也是那样，曲面屏说实话不好用，就只是好看，看久了就腻了还怕碎。	1
本来手机收到几天后贴膜时发现有轻微瑕疵，心想算了吧，不影响使用就可以了，但是使用时发现手机打开网页会遇到非常卡顿，甚至出现开锁后黑屏现象，只有重新启动后才能恢复正常，就 不得不过来给个差评了。而且京东客服小姐姐不能给解决实际问题，互相推诿，总之，是很不愉快的一次购物，无论是产品还是购物平台都令人不太满意。	1
旧机回收补贴200元，新机到货时间超过了旧机保价时间，不给200元补贴，打电话给两家客服，爱回收跟京东互踢皮球！	1
京东物流真的辣鸡，物流一星都不想给，还是自己去取得，在那里一天没人管！还得一个工作日返回正确点。真的无语	1
买了个二手的，线上买不了碎屏险，到线下店买，被告知已经超过激活天数了，不能买，#名不虚传，呵呵哒	1
拍照效果：~的拍照是座机吗迷迷糊糊的而且~录视频特别白一个场地都录不出来真实的效果其它功能还可以毕竟是新机器~录视频真实辣鸡	1
没有耳机太吭了	1
此用户未填写评价内容	1
手机挺好，可是华为这么让我头疼，刚买一个月，出5G的了。	1
不好用，用了一个月就开始卡了，安装的软件并不多，	1
京东真的是个** 手机10.22日就下单了 显示10.23有货 后来一直没发货 打电话问客服 客服说10月底有货 10月底再问 说11.5日发货 11.5又说11.11有货 一直到11.14才真正发货 打电话找客服催了无数遍 客服一直推脱 一直在保证可以在确定时间发货 之后一直言而无信 而且买东西期间客服跟我说 所有活动我都可以享受 现在直接发了个手机 什么活动都没给我 找客服 客服又跟我说不享受活动 京东真的是太厚颜无耻了 一直欺骗客户 以后再也不想来惊动了	1
还是经常会卡住，使用不够流畅	1
